id,name,facility_type,street,city,state,zip,county,latitude,longitude,accepts_septage,accepts_grease_trap,accepts_portable_toilet,pricing_notes,phone,email,website,frs_id,npdes_id,state_permit_id,first_seen_at,last_seen_at
0211c413-3995-4da8-82fd-d8b31ca470ac,Haynes,private_regional_septage_facility,3572 Peppers Ferry Road,Wytheville,NC,,Alleghany,,,Yes,Yes,Yes,,(276) 228-3548,,,,,NCS-01188,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
021ebb0d-db00-49e3-a7df-c3907cbba73a,B&B Burns Septic Pumping,private_regional_septage_facility,1 Presley Branch Road,Arden,NC,,Buncombe,35.457670882585,-82.503402021883,Yes,Unknown,Unknown,,(828) 691-6911,,,,,NCS-01339,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
0236cbcb-9e52-437f-8eb3-41a20486bb04,Mulls Septic,private_regional_septage_facility,2416 Mt Home Church Road,Morganton,NC,,Burke,35.705434812791,-81.647344797728,Yes,Unknown,Unknown,,(828) 437-0959,,,,,NCS-00143,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
02397a1c-1148-4763-8826-cbf6d12829aa,Lloyds Portable Toilet Rentals & Septic Tank Pumping,private_regional_septage_facility,3748 South NC 87,Graham,NC,,Alamance,35.98668327093,-79.388946610048,Yes,Yes,Yes,,(336) 516-0444,,,,,NCS-00047,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
023d9372-ff2f-4e53-ae00-4557c17e3234,Wilson Septic Service,private_regional_septage_facility,724 Martin Road,Wadesboro,NC,,Anson,35.089201199838,-80.135196981159,Yes,Unknown,Unknown,,(704) 294-4789,,,,,NCS-01651,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
023dac50-e44a-4f10-adcc-351ad5ea4d5f,GREEN EARTH RESOURCES,composting_facility,14948 ROGERS RD,WILLIS,TX,77378,MONTGOMERY,30.45739,-95.45477,Unknown,Unknown,Unknown,,,,,,,100589,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
0292dea4-c530-448b-a116-97dcbcebceeb,CITY OF AMARILLO TRANSFER STATION,transfer_station,811 SE 27TH AVE,AMARILLO,TX,79103,POTTER,35.18833,-101.83083,Unknown,Unknown,Unknown,,,,,,,76A,2026-06-13 02:19:41.329224+00:00,2026-06-13 02:19:41.329224+00:00
02b40355-dd59-4e12-98f5-9d9c80ba11cb,Pro Pumping & Grading,private_regional_septage_facility,86 Honeysuckle Lane,Mill Spring,NC,,Polk,35.353014592247,-82.147480870583,Yes,Unknown,Unknown,,(828) 388-3821,,,,,NCS-01649,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
032f6eda-3045-424b-ad1a-95968eef1801,"Carolina Recycled Ag Materials, LLC.",composting_facility,3174 Boddie Mill Pond Road,Nashville,NC,27856,Nash,36.016338,-78.051238,Unknown,Unknown,Unknown,,(252) 343-1615,,,,,6406-COMPOST-2014,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
036e5c96-9bbd-4884-8a79-6e740e6ae636,ALPINE MATERIALS - SOUTHLAKE,composting_facility,1900 BRUMLOW AVE,SOUTHLAKE,TX,76092-9733,Tarrant,32.91837,-97.1266,Unknown,Unknown,Unknown,,,,,110061713007,TXR05EU01,100173,2026-06-13 02:09:43.387597+00:00,2026-06-13 02:19:52.391210+00:00
037251c0-37c5-44b7-a668-b8807b324346,BOWIE TRANSFER STATION,transfer_station,1201 EAST ROACH RD 4,BOWIE,TX,76230,Montague,33.56025,-97.82711,Unknown,Unknown,Unknown,,,,,110072003124,TXR05GU47,2295,2026-06-13 02:10:12.403798+00:00,2026-06-13 02:19:41.329224+00:00
037d5d03-d769-466f-8be3-647059d17131,Jordan Lake SRA - Parkers Creek WWTF,private_regional_septage_facility,,,NC,,Chatham,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0002665%22%7D,,,WQ0002665,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
037dad87-911f-4731-a986-29d6e53629bd,All About Plumbing & Septic,private_regional_septage_facility,P.O. Box 1041,Hendersonville,NC,,Henderson,,,Yes,Unknown,Unknown,,(828) 778-2423,,,,,NCS-01303,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
038d1f79-471f-4da1-94ea-8213222054a6,BURLESON COUNTY CCS #4,transfer_station,100 W BUCK ST STE 306,CALDWELL,TX,77836,BURLESON,30.390618,-96.553521,Unknown,Unknown,Unknown,,,,,,,120069,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
039305d5-a341-47a6-ad87-5b60bb339b67,SEABREEZE ENVIRONMENTAL LANDFILL,anaerobic_digester,10310 FM 523,ANGLETON,TX,77515,Brazoria,29.087945,-95.355625,Unknown,Unknown,Unknown,,,,,110070435083,TXR05Y288,1539C,2026-06-13 02:15:21.957466+00:00,2026-06-13 02:19:52.391210+00:00
03e03978-6629-4fdd-ab36-5452e3ef6630,Waste Management Of Carolinas,transfer_station,2712 Lowell Road,Gastonia,NC,28054,Gaston,35.278285,-81.123022,Unknown,Unknown,Unknown,,(919) 405-1497,,,,,3608-TRANSFER-1993,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
040b5dad-8723-41e4-a37d-a61e17c2ec5f,Sewer Rat Septic Tank Pumping,private_regional_septage_facility,294 Balsam Drive,Waynesville,NC,,Haywood,35.484574904502,-82.995647526844,Yes,Unknown,Unknown,,(828) 550-2525,,,,,NCS-01711,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
04494cd0-9881-44d0-8531-22a92c69d598,Brian's Septic Pumping,private_regional_septage_facility,20 Southview Mhp Drive,Leicester,NC,,Buncombe,,,Yes,Unknown,Unknown,,(828)458-4125,,,,,NCS-01844,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
04bb9689-caea-4ada-b9a5-326079a4ac76,Town of Dallas WTP Residuals Distribution Program,land_application_site,,,NC,,Gaston,,,Yes,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0018688%22%7D,,,WQ0018688,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
04c01877-4b9a-42a2-92a2-85f9b81970f2,Pridgen Sanitation,private_regional_septage_facility,969 Paul Barnes Road,Chadbourn,NC,,Columbus,34.355701913986,-78.86944054487,Unknown,Unknown,Yes,,(910) 499-3768,,,,,NCS-01657,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
04ca7837-2d74-4368-8c3e-29b19b8f93a8,JACKSON COUNTY TRANSFER STATION FACILITY,transfer_station,205 CR 4141,EDNA,TX,77957,JACKSON,28.98083,-96.5675,Unknown,Unknown,Unknown,,,,,,,2181,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
04cd62eb-a59e-4884-ada6-d1eb02ac5747,Blue Ridge RV Park,private_regional_septage_facility,3490 NC Hwy 194 N.,Boone,NC,,Watauga,,,Unknown,Unknown,Unknown,,828.-40.2787,,,,,NCS-01601,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
05026f7c-d901-4dae-9719-371876273bbe,"Double Deuce Septic Service, LLC",private_regional_septage_facility,8511 Hopkins Road,Rougemont,NC,,Orange,36.186634532529,-78.963484713798,Yes,Unknown,Unknown,,(919) 450-6582,,,,,NCS-01586,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
053cdac0-edde-4cfe-bece-1db1df500ab0,KARNES COUNTY COLLECTION & RECYCLING STATION,transfer_station,120 W RIDDLEVILLE,KARNES CITY,TX,78118,KARNES,28.90167,-97.985,Unknown,Unknown,Unknown,,,,,,,120023,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
05705b0a-d5d0-4f89-b674-cc8b2a2079e6,CITY OF HEMPHILL WWTP,transfer_station,951 BECKOM RD,HEMPHILL,TX,75948,Sabine,31.332389,-93.853417,Unknown,Unknown,Unknown,,,,,110008996738,TX0060801,120102,2026-06-13 02:10:41.740925+00:00,2026-06-13 02:19:52.391210+00:00
0594112b-11b9-45a0-831e-583fa5c51d7d,JACKSBORO TRANSFER STATION - CONV CTR,transfer_station,1328 US HIGHWAY 380 W,JACKSBORO,TX,76458,JACK,33.206666,-98.198333,Unknown,Unknown,Unknown,,,,,,,120014,2026-06-13 02:19:41.329224+00:00,2026-06-13 02:19:41.329224+00:00
05a30c31-62b7-4bc6-a951-e0767f1c6f9e,Perdue Foods ? Murfreesboro Hatchery WWTF,private_regional_septage_facility,,,NC,,Northampton,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0005192%22%7D,,,WQ0005192,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
05b5bdaa-87f9-4f7b-a499-2b9cde580f0d,ACL Pumping,private_regional_septage_facility,P.O Box 595,Penrose,NC,,Transylvania,,,Unknown,Unknown,Unknown,,(828) 553-1064,,,,,NCS-01381,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
05c80df5-155d-49ed-a48b-55edafb7910b,Butterball Class B Residuals Program,land_application_site,,,NC,,Duplin,,,Yes,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0006147%22%7D,,,WQ0006147,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
05d9da75-03a6-4461-81a2-2314977fdbfe,"Affordable Pumping, LLC",private_regional_septage_facility,7427 Matthews Mint Hill Road Ste #105,Mint Hill,NC,,Mecklenburg,35.175934250269,-80.653597094071,Unknown,Unknown,Unknown,,(704) 593-8744,,,,,NCS-01423,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
05deeab1-3a3e-4226-bf40-fa31b1313e72,Sam's Branch WRF,potw_receiving_station,,,NC,,Johnston,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0022224%22%7D,,,WQ0022224,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
05e00f61-ad8d-4024-9d95-35700d7df028,BURKEVILLE SITE 32,transfer_station,4150 FM 692,BURKEVILLE,TX,75932,NEWTON,31.04083,-93.62667,Unknown,Unknown,Unknown,,,,,,,120047,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
05ffa3b3-5858-4e22-bf3a-62875b3faf46,Central Carolina Septic Tank Service,private_regional_septage_facility,3655 Quail Meadow Dr,Hillsborough,NC,,Orange,36.140950457239,-79.014965610317,Unknown,Unknown,Yes,,(919) 697-6823,,,,,NCS-00836,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
06183b54-5690-4cec-9137-b27ace84253e,NM of Iredell LLC dba Stutts Marina,private_regional_septage_facility,124 S Cove Key Lane,Mooresville,NC,,Iredell,35.520686161986,-80.866562256365,Unknown,Yes,Unknown,,(704) 239-2432,,,,,NCS-01545,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
064056c0-d131-4e76-a03a-c1025a6966a5,The Tradition Golf Club CUS,potw_receiving_station,,,NC,,Mecklenburg,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0044044%22%7D,,,WQ0044044,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
064e22f6-723c-4fd0-86fb-a619796de734,Chantilly Septic Tank Service,private_regional_septage_facility,25140 NC Hwy 125,Scotland Neck,NC,,Halifax,36.138539898447,-77.440991302753,Yes,Unknown,Unknown,,,,,,,NCS-01197,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
06614dbb-b8ce-4239-bb65-ba7f012db772,DAWSON RECYCLING,composting_facility,398 HIGHWAY 181,GREGORY,TX,78359,San Patricio,27.92583,-97.29972,Unknown,Unknown,Unknown,,,,,110071296228,TXR05FN16,100565,2026-06-13 02:11:11.877410+00:00,2026-06-13 02:19:52.391210+00:00
0662671c-ace9-48e4-a226-fcb03ea51f4e,Wesson Septic Tank Service Inc,private_regional_septage_facility,707 Poplar Springs Church Rd,Shelby,NC,,Cleveland,35.273775019968,-81.597432608816,Yes,Yes,Yes,,(704) 487-9997,,,,,NCS-00574,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
06921304-8767-473e-9aa7-487015435132,Port City Marina,private_regional_septage_facility,10 Harnett Street,Wilmington,NC,,New Hanover,34.246529394558,-77.949858776383,Unknown,Unknown,Unknown,,(910) 251-6151,,,,,NCS-01366,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
06abfdce-447c-4f9d-9d40-505e60a7a92e,BLUE RIDGE LANDFILL GAS COMPRESSOR PLANT,anaerobic_digester,2190 FM 521,FRESNO,TX,77545,BRAZORIA,29.3558,-95.25627,Unknown,Unknown,Unknown,,,,,,,48035,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
06c58a2f-9ee3-41d3-a8f7-2b75e38cc132,S & J Villari Livestock Class B Residuals Program,land_application_site,,,NC,,Duplin,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0033357%22%7D,,,WQ0033357,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
06c72a80-7847-4b06-82f7-1972f9385d21,T-Bone Pumping Service,private_regional_septage_facility,703 Stoney Hill Circle,Greensboro,NC,,Guilford,35.975678216411,-79.783628739375,Unknown,Unknown,Unknown,,,,,,,NCS-00270,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
06e499ba-b374-429a-bf5e-8c6fa8a2cdbd,J C ELLIOTT TRANSFER STATION,transfer_station,7001 AYERS ST,CORPUS CHRISTI,TX,78415,NUECES,27.7075,-97.455,Unknown,Unknown,Unknown,,,,,,,40228,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
06f03230-4e2f-4a55-8e57-1cb303809bdf,B & C Port-A-Johns,private_regional_septage_facility,64 Parker Lane,Sparta,NC,,Alleghany,36.502171848881,-81.12219528862,Unknown,Unknown,Unknown,,,,,,,NCS-01086,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
06f09f7a-2004-4e25-8700-c54c091e6f05,Bayside Marina,private_regional_septage_facility,1056 Hubs Rec Road,Belhaven,NC,,Beaufort,35.515817326307,-76.651777553511,Unknown,Unknown,Unknown,,,,,,,NCS-01157,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
06f56178-b8f6-478d-a593-78e34e1d6f16,Mebane Shrubbery,composting_facility,1750 N. NC Hwy. 49,Burlington,NC,27217,Alamance,36.13,-79.347,Unknown,Unknown,Unknown,,,,,,,0109-COMPOST-2025,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
0737a9d1-1fc7-436a-8428-3666fc8d77d9,Mason Farm WWTP,potw_receiving_station,,,NC,,Orange,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0031506%22%7D,,,WQ0031506,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
073b0816-fc13-4b17-aa4c-a61fb7d6c8af,CACTUS RECLAMATION SERVICES LLC,private_regional_septage_facility,3851 MILLERS FERRY RD,WILMER,TX,75172,DALLAS,32.563055,-96.667222,Unknown,Yes,Unknown,,,,,,,2393,2026-06-13 02:19:41.329224+00:00,2026-06-13 02:19:41.329224+00:00
0763f230-9286-4fac-836a-8b7fec2e9831,WISE COUNTY BOYD CITIZEN COLLECTION STATION,transfer_station,546 S ALLEN ST,BOYD,TX,76023,WISE,33.071396,-97.565457,Unknown,Unknown,Unknown,,,,,,,120164,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
077ab121-a4f6-463b-9e53-7febe0dca11c,"Rocky Mount, City of Transfer Station #2",transfer_station,1221 Thorpe Road,Rocky Mount,NC,27804,Nash,35.972261,-77.796681,Unknown,Unknown,Unknown,,(252) 467-4956,,,,,6405T-TRANSFER-2001,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
0795967a-72be-42ad-b7eb-845bf9cb658d,Darling Ingredients - Wadesboro WWTP,private_regional_septage_facility,,,NC,,Anson,,,Yes,Yes,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0000957%22%7D,,,WQ0000957,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
07a9f8e9-a6fc-4fdf-a2db-4d43aeffc8dd,CITY OF BALLINGER,transfer_station,301 S 7TH ST,BALLINGER,TX,76821,RUNNELS,31.8295,-99.9748,,,,,,,,,,120220,2026-06-13 02:19:41.329224+00:00,2026-06-13 02:19:41.329224+00:00
07ce55a0-c449-4f3c-8d68-44c8a546c510,Piedmont Septic Tank Inc,private_regional_septage_facility,PO Box 8126,Landis,NC,,Rowan,,,Yes,Unknown,Unknown,,(704) 857-6426,,,,,NCS-00772,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
07e6fe6c-2abe-4712-a3f3-76a2cc0c5159,WASHINGTION COUNTY TRANSFER STATION,transfer_station,,,,,WASHINGTON,30.183,-96.4188,Unknown,Unknown,Unknown,,,,,,,40173,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
08283aea-5199-4974-b0b6-6bcc332bf998,Pamlico Regional WWTFs,private_regional_septage_facility,,,NC,,Pamlico,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0013348%22%7D,,,WQ0013348,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
08347499-ad0e-408c-9936-8309388cfa96,WHITTLESEY LANDSCAPE SUPPLIES & RECYCLING INC,composting_facility,629 DALTON LN,AUSTIN,TX,78742,TRAVIS,30.235109,-97.663522,Unknown,Unknown,Unknown,,,,,,,100153,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
083aca33-821a-4011-8582-738ed822db48,Stallings Septic Service,private_regional_septage_facility,7132 Hidden Valley Trail,Garner,NC,,Wake,35.617229382789,-78.595202193624,Yes,Unknown,Yes,,(919) 779-1074,,,,,NCS-00093,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
085a5c5a-c2ea-465f-83e3-0319e9bc138c,Grand Restrooms,private_regional_septage_facility,PO box 593,Clover,NC,,Mecklenburg,,,Unknown,Unknown,Yes,,(803) 628-7600,,,,,NCS-01554,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
08c3c73c-e595-4204-958c-dbc4df94e9f9,Town of Severn WWTF,private_regional_septage_facility,,,NC,,Northampton,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0001868%22%7D,,,WQ0001868,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
08f0f691-b1e4-4e59-acec-c70091054574,J & B Septic Service Portable Toilets,private_regional_septage_facility,2622 Chloe Lane,Creedmoor,NC,,Granville,36.101209647691,-78.644887879382,Yes,Unknown,Yes,,(919) 528-4422,,,,,NCS-01016,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
0927cbf1-9828-43b5-a668-8926c009e9be,ACME MATERIALS AND RECYCLING,composting_facility,4991 COUNTY ROAD 277,MELISSA,TX,75454,COLLIN,33.27804,-96.601271,Unknown,Unknown,Unknown,,,,,,,100452,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
09332768-2c47-4d80-9828-3597e9de24f3,Starnes Commercial Properties - Midland WWTF,private_regional_septage_facility,,,NC,,Cabarrus,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0000579%22%7D,,,WQ0000579,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
0935c885-21d9-4018-87ba-70924611ccf0,CITY OF SUNSET VALLEY MS4,transfer_station,AREA WITHIN THE CITY OF SUNSET VALLEY LIMITS LOCAT,SUNSET VALLEY,TX,78745,Travis,30.228055,-97.810555,Unknown,Unknown,Unknown,,,,,110041766283,TXRMW0044,120204,2026-06-13 02:10:47.633927+00:00,2026-06-13 02:19:52.391210+00:00
